Gender,Married,Dependents,Education,Self_Employed,Employment_Type,Property_Area,City_Tier,ApplicantIncome,CoapplicantIncome,Existing_EMI,Savings,Other_Debts,LoanAmount,Loan_Amount_Term,Credit_Score,Loan_Status
Female,Yes,3+,Graduate,No,Salaried,Semiurban,3,72217,0,0,40831,0,1077186,18,571,0
Female,No,0,Graduate,Yes,Salaried,Rural,2,78336,0,7353,486721,0,843716,21,751,0
Female,Yes,3+,Graduate,No,Salaried,Urban,2,33169,20212,0,311513,0,1173504,51,700,0
Female,Yes,2,Not Graduate,Yes,Government,Semiurban,3,27270,22021,0,606286,0,2403386,36,671,0
Male,Yes,0,Graduate,No,Salaried,Rural,2,36203,0,22152,420604,0,208632,43,829,0
Male,Yes,0,Graduate,No,Other,Rural,1,96255,0,0,287122,489572,641609,38,784,1
Female,Yes,2,Graduate,No,Salaried,Urban,2,19526,35053,0,458576,0,521111,54,845,1
Female,Yes,1,Graduate,Yes,Government,Urban,2,25616,0,4620,624111,0,484991,16,561,0
Female,No,1,Graduate,No,Salaried,Urban,3,38849,0,0,277571,11345,1461396,56,538,0
Female,Yes,0,Not Graduate,No,Salaried,Rural,1,29236,0,0,735527,134079,887471,31,754,0
Female,No,1,Not Graduate,Yes,Salaried,Semiurban,3,48867,0,11591,417885,207749,689506,9,678,0
Male,Yes,3+,Graduate,No,Self-Employed,Urban,3,108854,0,0,191,0,1593036,39,799,0
Male,No,0,Graduate,No,Salaried,Urban,1,25788,12990,0,776883,425065,3392813,43,657,1
Male,No,0,Graduate,Yes,Salaried,Urban,1,46132,0,0,396970,440237,1217539,52,676,0
Male,Yes,0,Not Graduate,No,Government,Semiurban,2,49773,13905,0,121192,150082,550366,42,520,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,3,41595,0,12762,365757,0,703349,13,701,0
Male,No,2,Graduate,No,Salaried,Semiurban,2,20986,0,0,434169,0,1767171,48,658,0
Male,Yes,0,Not Graduate,No,Government,Urban,3,35206,17863,0,257462,0,648796,55,671,1
Male,No,0,Not Graduate,No,Salaried,Urban,2,35264,22221,0,424361,0,1019483,44,726,0
Male,Yes,0,Graduate,No,Government,Rural,2,70841,7885,21653,666042,140198,880913,35,733,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,1,62978,0,0,552500,0,2651324,25,793,0
Male,Yes,0,Graduate,Yes,Salaried,Rural,1,21295,0,4541,522359,376430,538899,21,708,0
Female,No,3+,Graduate,No,Salaried,Urban,2,40410,10680,26035,701203,0,332822,20,551,0
Male,Yes,1,Graduate,No,Government,Urban,3,37973,18960,0,644733,0,614685,9,728,0
Male,No,0,Not Graduate,No,Government,Semiurban,2,146511,41413,0,514460,0,670538,41,647,1
Male,No,2,Graduate,No,Other,Rural,2,58720,27600,4889,276457,0,673255,32,649,0
Female,Yes,1,Graduate,No,Salaried,Urban,2,27644,0,14452,685178,0,587447,41,859,0
Male,Yes,1,Not Graduate,No,Government,Semiurban,1,32615,15953,0,202805,0,1041510,39,649,0
Female,No,0,Graduate,No,Salaried,Semiurban,2,40602,0,11703,63412,0,414874,24,560,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,61027,43780,4491,522578,295397,3197269,45,677,0
Male,No,3+,Graduate,No,Government,Urban,2,65282,10297,0,243847,0,750775,51,722,1
Male,Yes,1,Graduate,No,Salaried,Rural,2,55828,0,26416,377317,0,717152,53,695,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,44551,37931,12263,497683,0,1045532,26,705,0
Female,No,1,Not Graduate,Yes,Salaried,Semiurban,1,46396,16270,26251,327165,587643,788765,47,732,0
Female,Yes,3+,Graduate,No,Self-Employed,Rural,2,46576,64019,0,425408,0,716406,58,636,0
Female,Yes,0,Graduate,No,Salaried,Urban,2,18754,30269,22916,108495,26078,2090867,26,681,0
Male,Yes,1,Graduate,Yes,Salaried,Urban,3,48342,0,0,261433,265796,1153297,60,792,0
Male,Yes,3+,Not Graduate,No,Other,Urban,2,36398,7541,18011,529472,0,939217,30,714,0
Female,Yes,0,Graduate,No,Salaried,Urban,1,20145,0,0,73351,0,496273,22,709,0
Male,No,2,Graduate,No,Salaried,Urban,3,189021,0,0,19079,0,835239,23,512,0
Male,Yes,1,Graduate,No,Self-Employed,Semiurban,2,59337,0,25010,346049,0,310602,45,819,1
Male,Yes,1,Not Graduate,No,Government,Semiurban,1,50361,0,0,119323,0,1359581,48,640,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,40768,22860,19971,522846,541857,1953976,32,759,0
Female,Yes,0,Graduate,No,Self-Employed,Rural,2,74712,0,0,742315,527842,1545143,9,900,0
Female,Yes,1,Not Graduate,No,Salaried,Urban,2,26384,7123,12134,528399,0,642598,36,733,0
Female,No,0,Not Graduate,No,Salaried,Urban,2,42099,0,0,215498,0,265117,24,597,0
Male,No,0,Graduate,No,Salaried,Urban,1,29616,0,9170,67568,383535,752435,22,842,0
Male,Yes,0,Not Graduate,Yes,Salaried,Urban,2,74357,11698,4888,695245,0,1988536,39,696,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,1,31731,7289,22242,764324,0,1156356,40,593,0
Male,Yes,3+,Graduate,No,Government,Semiurban,2,91629,4017,19095,629255,0,906405,56,768,1
Male,Yes,0,Graduate,No,Self-Employed,Rural,2,47343,0,0,26401,312020,1343788,22,798,0
Female,Yes,3+,Graduate,No,Government,Rural,2,76553,17161,12562,684684,0,709974,25,748,0
Female,Yes,0,Not Graduate,Yes,Self-Employed,Urban,2,62299,0,7958,12266,235112,861426,21,699,0
Male,Yes,1,Graduate,No,Salaried,Rural,2,89533,22723,18002,125711,331802,1459313,10,864,0
Female,Yes,0,Graduate,No,Salaried,Rural,1,29894,36758,25183,560931,0,575015,39,673,0
Female,Yes,2,Graduate,No,Government,Urban,1,82278,23511,11468,170342,0,648307,44,856,1
Male,No,2,Graduate,No,Self-Employed,Urban,1,17950,15330,18477,563024,0,2017316,12,786,0
Female,Yes,0,Graduate,Yes,Other,Rural,1,51200,71896,18065,643622,461492,555822,14,586,0
Male,Yes,3+,Graduate,No,Salaried,Semiurban,2,37031,13657,9404,183414,0,297640,19,700,0
Male,Yes,0,Graduate,No,Salaried,Rural,3,23092,8584,21062,434612,203185,364531,21,561,0
Male,Yes,1,Not Graduate,No,Salaried,Semiurban,2,30587,0,0,458273,0,1115715,49,681,0
Female,No,3+,Graduate,No,Salaried,Urban,2,35151,0,6871,111377,0,1969176,29,702,0
Male,Yes,2,Graduate,No,Salaried,Urban,1,44876,0,16813,681512,562161,4151586,55,637,0
Male,Yes,3+,Graduate,No,Salaried,Rural,2,37463,14584,0,361960,0,562286,13,724,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,2,52249,18113,0,77930,0,251154,52,700,1
Male,No,0,Not Graduate,No,Salaried,Urban,1,31672,11896,0,239331,28843,3590919,31,772,0
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,3,38465,32470,0,199715,556088,1719874,22,657,0
Female,Yes,1,Graduate,No,Self-Employed,Urban,1,42650,0,7778,351492,0,760173,31,650,0
Male,Yes,2,Graduate,No,Salaried,Urban,2,55266,0,0,418736,0,683613,49,639,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,79749,0,13686,780484,0,698390,48,723,1
Male,Yes,1,Graduate,No,Salaried,Urban,3,79960,0,650,608160,0,739135,49,789,1
Male,Yes,0,Graduate,No,Government,Urban,3,56976,0,27305,365112,0,1052036,47,697,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,3,63349,0,0,739650,0,1188858,8,695,0
Male,No,1,Not Graduate,No,Government,Semiurban,2,59355,38789,0,444871,538098,1755721,12,747,0
Male,Yes,1,Graduate,No,Salaried,Urban,2,42054,0,0,51734,185524,677808,10,628,0
Female,Yes,2,Not Graduate,No,Salaried,Urban,1,82051,0,0,32325,162135,2157042,25,591,0
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,2,30236,10998,0,418074,8518,639206,43,729,1
Male,No,2,Not Graduate,Yes,Salaried,Urban,3,16208,56381,0,358741,201642,1191356,45,692,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,28196,48764,0,537336,0,234702,10,658,1
Female,No,0,Graduate,No,Self-Employed,Semiurban,1,108173,0,0,184512,295631,571280,30,700,1
Male,Yes,1,Graduate,Yes,Salaried,Urban,1,42501,32712,0,479752,18354,1109914,14,664,0
Female,Yes,2,Not Graduate,Yes,Self-Employed,Urban,2,58136,0,2780,616811,548220,411208,50,605,0
Female,Yes,0,Not Graduate,No,Self-Employed,Semiurban,1,43006,0,11949,513778,0,493827,19,782,1
Male,Yes,0,Not Graduate,Yes,Self-Employed,Semiurban,2,68097,11965,11116,197144,0,1544898,16,661,0
Male,No,1,Graduate,No,Salaried,Semiurban,1,51982,0,20263,403533,0,338999,23,671,0
Female,No,0,Graduate,No,Other,Semiurban,1,48148,26486,0,384401,0,1059037,51,722,1
Male,Yes,2,Graduate,No,Salaried,Semiurban,1,70077,22594,11036,752624,560889,2192968,26,708,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,3,38702,0,0,626928,0,1850301,11,681,0
Female,No,0,Graduate,No,Government,Urban,2,61354,0,0,114970,572135,3935327,8,607,0
Male,Yes,1,Graduate,No,Salaried,Urban,2,45418,0,0,237064,0,920197,15,679,0
Male,Yes,2,Graduate,No,Self-Employed,Semiurban,2,47131,4193,0,709323,0,1309160,26,667,0
Female,Yes,0,Graduate,No,Salaried,Urban,2,31874,0,0,367730,0,1078256,14,703,1
Male,Yes,1,Graduate,No,Salaried,Semiurban,3,44400,0,11053,2094,40994,1170256,46,702,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,37126,0,11483,465745,18706,1182559,23,769,0
Female,Yes,1,Graduate,No,Salaried,Urban,1,93081,0,0,504496,0,373766,39,686,1
Male,Yes,0,Graduate,Yes,Salaried,Rural,1,19802,6619,2844,108173,0,1069294,55,733,0
Female,Yes,2,Not Graduate,Yes,Salaried,Urban,2,81541,17947,19507,419411,587316,3101706,19,811,1
Female,Yes,0,Graduate,No,Self-Employed,Semiurban,1,19157,0,0,242453,0,1409877,8,657,0
Male,Yes,0,Graduate,Yes,Self-Employed,Urban,3,67187,0,27141,467642,512614,609042,42,728,0
Male,No,2,Not Graduate,No,Government,Urban,2,31540,0,3236,195745,0,1593212,33,693,0
Male,Yes,0,Graduate,No,Government,Urban,2,68272,13459,15253,747311,0,254231,47,734,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,46771,0,15622,796100,0,1301036,19,686,0
Male,No,0,Graduate,Yes,Government,Rural,2,22742,0,20864,309277,0,193104,28,671,0
Female,No,0,Not Graduate,No,Salaried,Rural,1,105558,0,23116,314368,0,394211,17,876,0
Male,Yes,3+,Graduate,No,Salaried,Semiurban,3,76644,0,3247,555545,0,554658,56,708,1
Male,Yes,2,Not Graduate,No,Self-Employed,Rural,1,65941,28388,0,561350,45244,460668,22,543,1
Female,No,0,Not Graduate,No,Salaried,Semiurban,3,35156,0,5355,375046,114676,1538027,41,797,0
Male,No,2,Graduate,No,Self-Employed,Urban,1,78110,0,22862,57939,0,592525,44,771,0
Female,No,1,Graduate,Yes,Salaried,Urban,2,24685,11280,0,190321,0,341654,50,715,1
Male,No,3+,Graduate,No,Salaried,Semiurban,1,14684,38694,1931,499547,331967,636281,40,652,1
Male,Yes,0,Graduate,No,Salaried,Urban,2,21173,0,14760,301078,0,733923,57,686,0
Female,Yes,1,Graduate,No,Salaried,Urban,2,30112,0,0,235143,0,1026341,15,769,0
Female,Yes,1,Not Graduate,No,Government,Rural,1,33011,8678,1265,652718,0,603672,48,762,1
Female,Yes,1,Graduate,No,Other,Urban,2,39364,0,0,122063,471525,1750930,19,621,0
Female,Yes,1,Graduate,No,Salaried,Urban,1,40337,16663,0,786600,0,1126794,30,858,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,2,34974,0,0,754607,0,726664,24,712,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,2,15612,0,2035,400197,314948,1740121,26,632,0
Male,No,1,Graduate,No,Government,Urban,3,55572,0,12884,68042,76042,4605920,46,556,0
Female,Yes,3+,Not Graduate,No,Salaried,Semiurban,1,43226,0,0,134476,175241,903624,35,717,0
Female,Yes,0,Not Graduate,No,Government,Urban,1,34091,0,1336,310465,0,236670,44,702,1
Female,Yes,1,Graduate,No,Self-Employed,Semiurban,2,107870,17530,0,462768,0,825696,17,727,1
Male,Yes,3+,Not Graduate,No,Government,Urban,3,43764,0,8107,230785,472053,2587380,45,712,0
Male,No,1,Graduate,No,Salaried,Rural,3,51635,36572,0,25918,0,682676,15,818,0
Female,No,2,Graduate,Yes,Self-Employed,Semiurban,2,77458,13245,0,679820,522446,973461,18,693,0
Male,No,2,Graduate,No,Self-Employed,Semiurban,3,22034,0,26276,444320,0,333415,8,692,0
Female,Yes,0,Graduate,Yes,Government,Semiurban,3,49382,38673,14925,650980,373789,1268154,40,755,0
Female,Yes,1,Graduate,Yes,Government,Semiurban,1,77317,23254,27054,594294,0,483608,47,687,1
Male,Yes,0,Graduate,No,Self-Employed,Urban,1,47550,0,13500,435480,448908,1970763,39,795,0
Female,Yes,1,Not Graduate,Yes,Self-Employed,Semiurban,1,24414,0,0,502639,0,555404,6,689,0
Female,No,0,Graduate,No,Government,Semiurban,1,38346,34407,20706,62701,0,281418,8,614,0
Male,No,2,Not Graduate,No,Government,Semiurban,2,55476,31923,0,406119,0,1129401,51,784,1
Female,No,1,Graduate,Yes,Self-Employed,Urban,2,15693,5186,0,636753,0,639106,31,501,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,23761,22559,28091,520700,0,332773,35,713,0
Female,No,0,Graduate,No,Salaried,Urban,1,148037,35280,5573,240164,125100,1608879,51,748,1
Male,Yes,3+,Graduate,No,Government,Urban,3,65270,0,10822,98122,0,750524,9,689,0
Female,No,0,Graduate,No,Salaried,Rural,2,113061,29603,15788,245996,415394,1917320,57,636,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,80519,68932,24832,123560,0,621688,42,796,1
Male,Yes,0,Not Graduate,No,Salaried,Urban,3,62098,19485,14092,696686,0,713441,13,686,0
Female,Yes,3+,Graduate,No,Self-Employed,Semiurban,1,42183,0,0,436972,158774,1279588,52,495,0
Male,No,3+,Graduate,No,Salaried,Rural,2,61663,11382,0,489814,0,1364588,51,751,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,110997,13666,355,199254,153862,439421,44,726,1
Female,Yes,2,Not Graduate,No,Salaried,Urban,3,78733,16387,23973,174392,0,852018,59,665,0
Female,No,0,Not Graduate,No,Self-Employed,Urban,1,54804,0,0,355251,283885,6075672,42,648,0
Male,Yes,3+,Not Graduate,No,Government,Urban,2,45478,12770,0,236104,0,3058583,36,746,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,3,65765,0,0,231443,531317,1226363,35,652,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,37315,10379,0,738263,0,4360660,31,718,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,1,65771,29355,0,493776,0,1084599,21,795,0
Male,No,1,Not Graduate,No,Government,Rural,2,34060,0,0,86124,0,525822,27,872,0
Female,No,2,Not Graduate,No,Self-Employed,Urban,1,41155,0,5580,600971,0,2284231,37,726,0
Female,Yes,0,Not Graduate,No,Self-Employed,Urban,2,28411,0,23558,620960,20523,315586,51,638,0
Female,No,3+,Graduate,No,Government,Rural,3,39257,12809,9578,184446,77296,484107,48,681,0
Female,Yes,0,Graduate,No,Salaried,Semiurban,2,34328,0,24211,739269,0,984776,18,614,0
Male,Yes,0,Graduate,No,Salaried,Urban,1,126795,0,7211,657477,31995,2441950,30,747,0
Male,Yes,1,Graduate,No,Self-Employed,Urban,1,30570,20108,968,556310,469793,2160047,59,757,0
Male,Yes,1,Graduate,No,Government,Rural,2,61786,18611,0,239661,0,354208,19,744,1
Male,Yes,2,Graduate,No,Self-Employed,Urban,2,29702,33435,0,562822,486385,445704,6,676,0
Male,No,1,Graduate,No,Other,Semiurban,2,51306,0,0,308249,241876,396846,22,716,1
Female,No,1,Graduate,No,Self-Employed,Rural,3,58643,30246,25560,638146,49367,894351,58,729,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,2,18063,0,0,701240,383515,1041109,45,679,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,3,23179,25511,0,39704,0,712758,21,719,0
Male,No,3+,Not Graduate,No,Salaried,Rural,3,29575,59345,22385,67778,74054,603308,26,734,0
Female,No,0,Not Graduate,No,Self-Employed,Semiurban,1,24416,8920,20888,449230,597322,543619,44,695,0
Female,No,2,Graduate,Yes,Salaried,Urban,1,52366,0,0,93862,0,2513472,55,686,0
Male,Yes,1,Not Graduate,No,Salaried,Rural,1,57136,29308,9655,770627,0,515344,50,635,0
Male,No,0,Not Graduate,No,Government,Semiurban,1,27863,12020,19925,42924,0,323615,32,706,0
Female,Yes,3+,Graduate,Yes,Government,Semiurban,1,53534,0,0,764021,0,4475841,12,736,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,39598,27552,0,713023,299087,886947,58,688,1
Female,Yes,0,Graduate,No,Self-Employed,Urban,1,47337,10947,0,259796,505426,1147894,33,695,0
Female,Yes,0,Graduate,Yes,Salaried,Urban,1,35388,0,7106,763701,0,520678,36,739,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,1,65381,21968,25109,119517,0,1008887,47,752,0
Male,Yes,2,Graduate,No,Self-Employed,Urban,1,122883,17710,0,496838,0,467694,40,535,0
Female,Yes,1,Graduate,Yes,Self-Employed,Urban,2,76547,12216,0,619916,527393,437600,38,737,1
Male,No,3+,Not Graduate,Yes,Salaried,Urban,1,107596,22756,0,779441,345540,541073,34,740,1
Male,Yes,0,Graduate,Yes,Salaried,Urban,3,23114,0,0,334890,315219,451059,49,807,0
Female,Yes,0,Not Graduate,No,Salaried,Rural,1,34480,0,0,190598,0,2028931,47,734,1
Female,Yes,0,Graduate,No,Other,Semiurban,3,68231,7871,0,634326,355829,867032,44,676,0
Female,No,1,Graduate,No,Self-Employed,Semiurban,1,114615,39569,0,472747,221817,2018505,29,785,0
Female,Yes,3+,Graduate,Yes,Salaried,Semiurban,2,71504,11487,0,124351,0,1332389,47,708,1
Male,Yes,1,Graduate,Yes,Salaried,Urban,1,28434,0,0,556038,485222,6257907,41,694,0
Male,Yes,0,Graduate,No,Self-Employed,Semiurban,3,39368,18962,22876,494089,0,635887,56,690,0
Female,No,2,Graduate,No,Self-Employed,Semiurban,1,60063,0,0,518852,51851,577987,58,765,1
Male,No,2,Graduate,No,Government,Semiurban,3,45670,38508,0,748733,425764,1360292,22,664,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,1,32223,12372,8186,576402,315919,1349348,11,725,0
Female,Yes,2,Graduate,No,Other,Semiurban,1,42622,0,0,98020,298600,703548,38,734,0
Male,No,0,Not Graduate,No,Salaried,Semiurban,2,49604,0,0,565280,0,1364623,58,607,0
Male,Yes,0,Graduate,Yes,Salaried,Semiurban,3,27531,11583,0,203069,0,389919,53,870,1
Male,Yes,0,Graduate,No,Salaried,Urban,3,85927,27715,0,66676,0,1210949,53,720,1
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,39261,0,12908,408653,0,535240,49,647,0
Male,Yes,0,Graduate,Yes,Government,Semiurban,3,48043,0,0,744898,0,709685,31,714,0
Male,Yes,0,Graduate,No,Self-Employed,Semiurban,2,88349,0,0,765830,555542,435615,49,713,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,46678,0,7958,189981,0,564464,12,737,0
Female,No,2,Not Graduate,No,Salaried,Urban,2,85731,31155,0,456827,343051,487072,57,589,0
Female,No,3+,Graduate,No,Salaried,Urban,1,28387,0,12010,318298,0,1288367,42,674,0
Male,Yes,2,Graduate,No,Salaried,Urban,2,63443,41394,16685,479779,254912,3052450,21,617,1
Female,No,0,Graduate,No,Self-Employed,Urban,3,79332,10017,15334,233845,465442,305640,7,817,0
Male,Yes,0,Not Graduate,No,Self-Employed,Urban,2,31677,0,0,471754,171875,1504280,53,762,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,45327,17249,20558,191082,0,1735586,28,738,0
Female,Yes,0,Graduate,Yes,Salaried,Urban,3,45846,22312,14919,283235,0,756602,50,642,0
Male,No,1,Graduate,No,Salaried,Semiurban,3,56110,11364,25184,743567,586350,391183,46,611,0
Female,No,1,Graduate,No,Government,Rural,1,64920,0,482,787024,0,465705,44,794,1
Male,Yes,2,Graduate,No,Salaried,Urban,1,30291,0,0,22546,0,1403740,37,629,0
Female,No,1,Not Graduate,No,Salaried,Urban,1,48375,15953,0,329890,0,575719,41,740,1
Male,Yes,0,Graduate,No,Salaried,Rural,3,119970,0,21937,136485,0,795328,34,797,0
Female,No,0,Graduate,Yes,Salaried,Semiurban,1,89269,37000,0,103609,305952,278682,13,576,0
Male,No,1,Not Graduate,No,Salaried,Urban,2,77372,0,9926,261303,422772,1245745,48,676,0
Female,No,0,Graduate,No,Self-Employed,Semiurban,1,44969,0,0,256062,0,1828998,48,730,0
Male,Yes,0,Graduate,No,Other,Urban,1,161237,5397,10878,204975,0,464421,20,716,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,88095,0,0,323905,217896,597995,19,720,1
Female,Yes,0,Graduate,No,Salaried,Rural,1,51039,0,0,687093,0,321328,59,769,1
Male,Yes,0,Graduate,No,Self-Employed,Urban,2,56443,0,15111,604006,0,714409,11,728,0
Female,Yes,2,Graduate,No,Self-Employed,Rural,3,38847,0,0,776382,0,958386,56,731,0
Female,Yes,2,Not Graduate,No,Salaried,Urban,2,62077,0,20982,331610,0,1012336,18,687,0
Male,Yes,0,Not Graduate,No,Government,Semiurban,2,69284,22933,14861,305850,0,1954476,17,722,0
Female,Yes,0,Not Graduate,No,Government,Semiurban,2,73586,8647,0,531506,25003,2048398,32,606,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,3,45270,0,0,672577,415496,1270524,39,822,0
Female,Yes,0,Graduate,No,Salaried,Urban,3,22231,18126,0,533620,0,298979,56,683,1
Male,No,0,Graduate,No,Self-Employed,Semiurban,3,57111,12250,3724,509808,0,1259212,16,747,0
Male,Yes,0,Graduate,No,Self-Employed,Semiurban,1,73755,22656,21195,162099,104274,349199,33,682,0
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,3,29189,66414,0,112634,428596,835828,12,716,0
Female,No,2,Graduate,No,Salaried,Urban,1,47563,0,0,342336,0,1101631,40,639,0
Male,Yes,2,Not Graduate,No,Salaried,Urban,2,104567,0,0,375749,0,681278,60,746,1
Female,Yes,0,Graduate,Yes,Self-Employed,Semiurban,1,25793,0,0,768669,8612,2643206,40,648,0
Male,Yes,0,Graduate,Yes,Salaried,Rural,2,42775,24463,12883,700843,0,737148,25,724,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,2,113289,36172,0,446583,0,993761,16,865,0
Male,No,0,Graduate,No,Self-Employed,Semiurban,1,54530,23612,0,314943,0,2355104,26,740,0
Male,Yes,3+,Not Graduate,No,Salaried,Urban,3,37439,28923,2751,680922,0,505411,7,610,0
Male,Yes,1,Not Graduate,No,Self-Employed,Urban,2,49807,0,21887,128080,0,743512,26,715,0
Male,Yes,1,Graduate,No,Salaried,Urban,1,78749,7002,0,354599,76673,1990517,32,707,0
Female,Yes,2,Graduate,No,Salaried,Semiurban,2,44705,0,0,441265,123221,1281486,47,633,0
Female,No,2,Graduate,No,Salaried,Rural,2,69455,9914,19380,633970,0,935599,27,598,0
Female,Yes,2,Graduate,No,Other,Rural,1,56898,0,21216,157013,0,302676,30,839,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,1,59526,0,0,155406,0,747430,41,662,0
Male,Yes,0,Not Graduate,No,Salaried,Semiurban,3,71942,0,0,316780,0,386598,36,663,1
Female,Yes,1,Graduate,No,Other,Urban,3,42515,14110,12546,77076,0,1606878,21,751,0
Female,Yes,0,Graduate,No,Self-Employed,Urban,1,29741,8630,0,569434,224405,926230,53,577,0
Male,No,3+,Not Graduate,Yes,Salaried,Urban,2,64906,0,0,325391,0,263894,42,719,1
Female,No,1,Graduate,Yes,Salaried,Urban,2,46488,0,2342,48376,196219,250882,57,755,0
Female,No,3+,Graduate,No,Salaried,Semiurban,2,39078,0,10188,218317,0,548202,26,695,1
Female,No,0,Graduate,No,Self-Employed,Semiurban,2,66788,0,24328,610627,251296,346954,34,692,0
Female,No,2,Graduate,No,Self-Employed,Rural,1,100943,0,12811,516979,0,600771,6,776,0
Female,Yes,0,Graduate,No,Salaried,Urban,1,45924,28280,29996,66124,0,1297229,46,753,1
Male,No,3+,Graduate,No,Salaried,Urban,1,50232,47264,0,197735,0,468911,8,539,0
Female,No,0,Not Graduate,No,Salaried,Urban,2,26103,6912,9978,703392,0,1498441,50,657,1
Female,No,1,Not Graduate,No,Salaried,Urban,3,44236,0,16177,689785,0,621130,31,725,0
Male,Yes,2,Not Graduate,No,Salaried,Rural,3,56471,28860,9058,524772,394047,1123594,40,668,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,49440,0,24219,236343,0,294174,14,677,0
Male,No,1,Not Graduate,No,Salaried,Rural,3,40969,0,17190,649481,0,1751408,33,799,0
Female,No,3+,Graduate,No,Government,Urban,1,74532,0,0,146921,531501,2250693,14,652,0
