Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,CreditScore,Loan_Status
Female,No,0,Not Graduate,Yes,5360,5050,583384,40,1,Semiurban,344,0
Male,Yes,3,Not Graduate,Yes,44553,13948,3397891,57,0,Rural,696,0
Male,Yes,3,Graduate,No,42880,17151,4735775,52,1,Rural,561,0
Female,Yes,0,Graduate,Yes,5625,2438,3927433,15,1,Semiurban,778,0
Female,Yes,3,Graduate,No,40237,10382,1060405,53,0,Semiurban,864,0
Male,Yes,0,Graduate,Yes,3223,14663,1999803,21,1,Rural,784,0
Female,No,3,Graduate,No,41878,14069,2681308,18,1,Urban,815,0
Female,No,0,Graduate,No,11157,8819,4528330,5,1,Rural,871,0
Male,No,1,Graduate,No,48019,16760,2839475,25,1,Urban,883,0
Male,Yes,3,Not Graduate,No,39760,12078,3390470,36,1,Urban,785,0
Female,No,1,Graduate,Yes,15646,16473,2054268,10,1,Rural,886,0
Male,Yes,3,Graduate,No,46638,11047,2442671,51,1,Urban,765,0
Male,Yes,3,Graduate,Yes,31024,9257,2480506,46,1,Rural,765,0
Female,No,2,Not Graduate,No,6787,13805,4921936,23,1,Urban,321,0
Male,No,0,Graduate,No,25202,16212,3086372,24,0,Urban,695,0
Male,Yes,1,Graduate,Yes,45908,10296,1449996,45,0,Rural,508,0
Female,Yes,1,Not Graduate,Yes,38067,14570,3022290,10,1,Semiurban,862,0
Female,No,1,Graduate,No,11360,2655,2313386,54,1,Semiurban,444,0
Male,No,0,Graduate,No,34692,14727,1696470,6,1,Rural,719,0
Male,No,2,Not Graduate,Yes,41219,17899,3385304,13,1,Rural,648,0
Female,No,1,Graduate,No,14941,3017,3382241,21,1,Semiurban,604,0
Female,Yes,0,Not Graduate,Yes,17993,14142,2208553,32,1,Semiurban,343,0
Female,No,3,Graduate,Yes,16620,7343,2102598,43,1,Urban,406,0
Female,No,1,Graduate,Yes,22193,12339,1314583,54,1,Urban,449,0
Male,No,1,Graduate,No,23248,1573,4429838,57,1,Urban,563,0
Female,Yes,2,Not Graduate,No,47852,5597,963878,15,1,Semiurban,409,0
Female,Yes,1,Not Graduate,Yes,7027,3926,3878401,2,0,Rural,317,0
Male,Yes,1,Not Graduate,Yes,6260,10244,1489064,58,0,Urban,635,0
Female,Yes,3,Graduate,Yes,39596,3796,3998270,59,0,Rural,538,0
Male,No,0,Graduate,Yes,43540,8823,967266,15,0,Semiurban,627,0
Female,Yes,0,Not Graduate,No,11012,10053,4010690,51,0,Urban,593,0
Female,No,2,Not Graduate,Yes,27823,17616,4892559,17,1,Semiurban,712,0
Female,No,3,Graduate,No,10315,18648,2651715,20,1,Rural,760,0
Male,No,0,Graduate,Yes,49027,18431,1112189,50,1,Urban,380,0
Male,No,3,Graduate,No,14631,535,2095932,6,1,Rural,554,0
Female,Yes,0,Graduate,No,20258,15701,1235735,15,1,Rural,662,0
Male,Yes,3,Not Graduate,No,27099,7884,1527493,17,0,Urban,756,0
Male,Yes,2,Graduate,No,37891,11725,4875160,56,1,Urban,742,0
Male,No,1,Graduate,No,38992,6881,4536070,26,1,Semiurban,832,0
Male,No,2,Graduate,Yes,33376,13017,1456554,22,1,Urban,537,0
Male,No,0,Graduate,Yes,12977,19481,3764757,9,1,Urban,560,0
Male,No,2,Graduate,No,28694,9467,1570492,12,1,Urban,572,0
Female,No,1,Graduate,Yes,49376,3073,4315941,22,1,Urban,579,0
Female,Yes,2,Graduate,Yes,35978,15963,3254903,58,0,Urban,449,0
Male,No,0,Not Graduate,Yes,11218,1025,4500276,23,1,Semiurban,451,0
Female,Yes,0,Not Graduate,Yes,23788,2051,1596376,37,0,Rural,872,0
Female,No,2,Not Graduate,Yes,22501,3621,4838851,14,1,Semiurban,311,0
Female,No,1,Graduate,Yes,14453,14405,3350070,24,1,Rural,313,0
Female,Yes,2,Not Graduate,Yes,40197,4403,1191965,8,1,Urban,810,0
Male,Yes,1,Graduate,No,17210,3323,377461,26,1,Semiurban,841,1
Female,No,3,Graduate,Yes,10689,19742,2492275,32,0,Rural,744,0
Female,No,1,Graduate,Yes,47489,5017,303154,57,1,Rural,617,0
Male,No,3,Graduate,Yes,29381,6435,1084501,28,0,Urban,537,0
Male,No,2,Not Graduate,No,31508,19355,788880,32,1,Urban,838,1
Female,Yes,1,Graduate,No,44653,15492,2930379,22,1,Rural,373,0
Female,No,3,Graduate,Yes,23142,13170,4191503,49,1,Semiurban,733,0
Female,Yes,3,Not Graduate,No,42950,19729,4197385,9,0,Rural,597,0
Female,No,3,Not Graduate,No,10916,5816,2859017,3,1,Semiurban,595,0
Female,Yes,0,Not Graduate,Yes,2375,4604,1271905,25,1,Semiurban,313,0
Female,Yes,2,Graduate,No,33449,3424,260582,39,1,Rural,694,1
Male,No,3,Not Graduate,Yes,25797,14628,689327,12,1,Semiurban,490,0
Female,Yes,1,Graduate,No,22782,11861,1043663,29,1,Rural,720,0
Female,No,3,Graduate,Yes,29028,12501,3604339,3,0,Rural,405,0
Male,Yes,0,Not Graduate,No,22243,19861,4353313,41,1,Urban,693,0
Male,No,2,Not Graduate,Yes,31379,2812,3217365,46,1,Rural,737,0
Male,Yes,0,Not Graduate,Yes,39780,44,3073403,23,1,Rural,306,0
Male,No,0,Graduate,No,32740,17017,2298474,23,1,Urban,380,0
Female,No,0,Graduate,Yes,21984,9402,926899,55,1,Urban,784,0
Female,Yes,1,Graduate,Yes,2050,19152,2259007,18,1,Semiurban,656,0
Female,Yes,2,Graduate,No,8590,8785,2093817,11,0,Semiurban,610,0
Female,Yes,2,Graduate,Yes,42205,14581,1523097,36,1,Urban,805,0
Female,Yes,1,Graduate,Yes,17162,1926,4964982,26,1,Urban,818,0
Female,No,2,Not Graduate,No,15105,856,1818173,8,0,Urban,748,0
Male,Yes,0,Graduate,Yes,39499,5988,3029979,28,0,Rural,584,0
Female,No,2,Not Graduate,No,38641,8743,453312,18,1,Rural,581,0
Male,Yes,1,Not Graduate,Yes,13628,4138,302138,13,1,Rural,373,0
Male,No,0,Not Graduate,No,44032,11080,3548239,36,0,Urban,344,0
Female,No,1,Not Graduate,No,40516,16082,265555,42,0,Semiurban,828,0
Male,No,3,Not Graduate,Yes,23621,14870,3346135,40,0,Semiurban,756,0
Female,No,0,Graduate,No,3476,606,2963491,44,1,Rural,874,0
Male,Yes,0,Graduate,Yes,42800,8863,2924583,51,1,Rural,706,0
Female,Yes,2,Graduate,Yes,37788,5022,1137963,12,1,Urban,392,0
Male,No,0,Graduate,No,26437,16400,2627935,22,1,Urban,621,0
Female,Yes,1,Not Graduate,Yes,28240,19257,1173231,60,1,Semiurban,765,0
Female,Yes,2,Not Graduate,Yes,47452,5149,1680271,2,1,Semiurban,853,0
Female,No,3,Not Graduate,No,12922,5311,2605630,56,1,Urban,626,0
Female,Yes,1,Graduate,Yes,10066,2484,3593499,40,1,Semiurban,882,0
Female,Yes,3,Graduate,Yes,14089,15012,4177283,28,0,Semiurban,867,0
Male,Yes,3,Graduate,No,34600,15833,153748,13,1,Rural,890,1
Male,No,3,Graduate,Yes,48176,19589,1889196,33,0,Urban,714,0
Male,Yes,0,Not Graduate,Yes,10167,11041,915028,3,1,Urban,798,0
Female,No,1,Not Graduate,No,14816,3807,715593,34,0,Urban,739,0
Male,Yes,1,Graduate,Yes,23164,3173,4509536,23,1,Rural,731,0
Female,Yes,0,Graduate,Yes,22429,17857,1242775,55,1,Urban,627,0
Female,Yes,2,Not Graduate,No,37001,14212,1786551,32,1,Semiurban,556,0
Male,No,3,Not Graduate,Yes,33415,19722,851885,20,1,Rural,853,1
Male,No,1,Not Graduate,Yes,10117,10199,2985817,28,1,Rural,373,0
Female,Yes,0,Not Graduate,No,49318,2412,3122748,60,1,Urban,533,0
Male,No,3,Graduate,No,8359,16093,1049951,8,1,Semiurban,820,0
Female,Yes,2,Not Graduate,Yes,16364,18535,508216,3,1,Urban,842,1
Female,No,2,Not Graduate,Yes,38965,3182,4429138,30,0,Semiurban,557,0
Female,No,3,Not Graduate,No,30794,1014,262886,25,1,Urban,528,0
Female,Yes,2,Not Graduate,Yes,12293,17988,4501797,53,1,Semiurban,544,0
Female,Yes,1,Graduate,Yes,11332,17253,2233544,30,1,Semiurban,726,0
Male,Yes,1,Graduate,Yes,2615,6913,3928555,29,1,Semiurban,755,0
Male,Yes,1,Graduate,No,47612,2727,2793789,47,1,Rural,772,0
Female,No,2,Graduate,Yes,14401,2852,1776124,30,1,Urban,862,0
Female,No,1,Graduate,Yes,43936,9077,2213171,34,1,Urban,473,0
Male,No,0,Graduate,No,31372,18992,971573,25,1,Urban,374,0
Male,Yes,1,Not Graduate,No,44276,1273,4233575,17,1,Rural,398,0
Female,Yes,1,Not Graduate,No,4339,7649,4215933,59,1,Semiurban,812,0
Male,No,2,Not Graduate,Yes,18246,1955,2840951,24,0,Rural,423,0
Female,Yes,1,Not Graduate,Yes,10109,8778,3903373,38,1,Rural,416,0
Male,No,3,Graduate,No,25758,4549,4524605,28,1,Semiurban,642,0
Female,No,0,Not Graduate,Yes,25091,15863,2103622,33,1,Urban,532,0
Male,No,2,Graduate,Yes,45056,11809,124726,36,1,Rural,428,0
Female,No,0,Not Graduate,Yes,15317,8302,4874308,51,1,Semiurban,673,0
Male,No,3,Not Graduate,Yes,18762,8100,2293153,7,1,Semiurban,874,0
Male,Yes,2,Not Graduate,No,5465,2911,4514361,23,0,Urban,535,0
Female,Yes,2,Graduate,No,27622,12091,4713051,54,1,Semiurban,489,0
Male,Yes,1,Not Graduate,Yes,8800,9099,3746743,46,1,Semiurban,467,0
Female,No,0,Graduate,No,37539,5663,4377322,26,1,Semiurban,590,0
Male,No,3,Graduate,Yes,38651,11881,3781077,14,1,Urban,640,0
Female,No,3,Not Graduate,Yes,4600,14368,3126128,42,0,Urban,694,0
Male,No,2,Graduate,No,7518,16938,4357692,28,1,Semiurban,773,0
Female,Yes,1,Graduate,No,21627,8298,117957,24,1,Semiurban,438,0
Male,Yes,2,Not Graduate,Yes,31369,3336,4592287,7,0,Urban,490,0
Female,No,2,Not Graduate,Yes,33445,6369,4924168,48,1,Urban,867,0
Male,No,2,Not Graduate,Yes,18689,2534,257588,36,1,Urban,818,1
Female,No,2,Not Graduate,Yes,17923,2226,838276,39,1,Rural,350,0
Female,Yes,3,Not Graduate,No,40469,19677,3230300,15,0,Urban,850,0
Female,Yes,3,Not Graduate,No,32403,9585,4984087,49,1,Semiurban,597,0
Male,Yes,2,Graduate,Yes,2958,166,3087631,3,1,Urban,371,0
Female,No,2,Not Graduate,Yes,42363,10902,593737,48,1,Semiurban,555,0
Male,No,1,Not Graduate,No,5538,3624,4001619,2,1,Semiurban,608,0
Female,Yes,2,Graduate,Yes,25404,18731,4893890,7,0,Semiurban,390,0
Male,No,3,Not Graduate,No,11983,17788,1833331,57,1,Urban,448,0
Female,Yes,0,Graduate,Yes,37371,9717,896572,16,1,Urban,329,0
Male,No,3,Not Graduate,No,26642,12601,4531810,21,1,Urban,761,0
Male,Yes,1,Not Graduate,Yes,15467,13103,733303,9,1,Urban,684,0
Female,No,3,Graduate,Yes,2205,13030,4607199,12,0,Urban,817,0
Male,Yes,0,Not Graduate,Yes,29409,2774,4476809,29,1,Rural,672,0
Male,Yes,2,Graduate,No,14442,9017,2591418,24,1,Urban,496,0
Female,Yes,0,Not Graduate,No,28290,10150,3858785,33,1,Rural,489,0
Male,Yes,2,Not Graduate,Yes,28108,3739,4463987,14,0,Semiurban,378,0
Male,Yes,2,Graduate,Yes,7691,14911,3904743,43,1,Semiurban,846,0
Male,Yes,3,Not Graduate,Yes,40909,4464,3816912,18,1,Semiurban,371,0
Female,No,3,Not Graduate,Yes,21504,12381,3751309,54,0,Semiurban,342,0
Male,No,3,Graduate,No,32162,13746,3134141,5,1,Rural,432,0
Female,No,1,Not Graduate,No,41496,4094,4383386,15,0,Rural,405,0
Male,Yes,3,Graduate,No,40798,2930,3025889,59,1,Semiurban,656,0
Male,Yes,1,Not Graduate,Yes,23551,763,139359,7,1,Urban,307,0
Male,No,3,Graduate,Yes,15383,11552,1573728,25,1,Semiurban,642,0
Female,Yes,2,Not Graduate,No,18496,3450,877159,14,1,Semiurban,736,0
Male,Yes,1,Graduate,Yes,43716,19779,2775985,52,1,Rural,379,0
Male,Yes,0,Graduate,No,11088,14102,64787,40,1,Semiurban,855,1
Female,Yes,1,Not Graduate,No,48982,1861,429854,36,1,Rural,691,1
Male,Yes,1,Not Graduate,No,29444,10806,194375,35,1,Rural,875,1
Female,No,0,Graduate,No,26734,13283,4442178,44,1,Semiurban,587,0
Female,No,1,Not Graduate,Yes,43745,16493,148782,50,1,Urban,412,0
Male,No,2,Graduate,No,36571,12436,4559896,24,1,Rural,525,0
Female,No,3,Not Graduate,Yes,28415,8890,842500,15,1,Rural,632,0
Male,No,0,Not Graduate,No,17389,15352,2781480,11,1,Rural,716,0
Female,Yes,3,Graduate,No,29744,5529,2266114,24,0,Semiurban,577,0
Female,Yes,2,Graduate,No,20682,15843,3358027,11,0,Semiurban,302,0
Male,Yes,0,Not Graduate,No,47038,8299,4781332,44,0,Rural,844,0
Female,Yes,3,Not Graduate,Yes,36310,8580,2998329,51,1,Urban,777,0
Female,No,3,Not Graduate,Yes,9259,8616,4907455,17,1,Semiurban,709,0
Female,No,2,Not Graduate,Yes,47168,18878,3589429,6,1,Urban,606,0
Female,No,3,Not Graduate,Yes,14546,11157,750408,21,0,Urban,513,0
Female,Yes,2,Graduate,No,4154,10191,2571063,8,1,Semiurban,329,0
Male,No,1,Not Graduate,Yes,10766,11767,1361057,15,1,Rural,718,0
Female,Yes,2,Not Graduate,Yes,13230,17911,534188,54,1,Urban,836,1
Male,No,1,Graduate,No,19765,2026,2802436,52,1,Rural,327,0
Female,No,0,Graduate,Yes,7902,10958,4128324,32,1,Urban,386,0
Male,Yes,3,Graduate,Yes,3222,1855,4824644,58,1,Rural,325,0
Male,Yes,2,Not Graduate,Yes,29050,15063,4999971,10,0,Semiurban,419,0
Female,No,2,Graduate,Yes,36269,14915,4770063,28,1,Urban,691,0
Female,No,3,Graduate,No,11050,17981,625482,15,1,Urban,656,0
Female,Yes,3,Graduate,No,5574,17232,3109044,12,1,Urban,652,0
Male,No,0,Graduate,Yes,38497,5958,1060736,43,0,Rural,314,0
Female,No,0,Not Graduate,No,13157,14705,2918719,18,0,Urban,604,0
Male,Yes,2,Not Graduate,Yes,21575,10108,4709545,56,1,Urban,553,0
Male,No,0,Not Graduate,Yes,42244,19913,1287693,37,1,Rural,819,0
Male,Yes,1,Graduate,Yes,19945,18302,3793408,44,1,Rural,485,0
Female,No,0,Graduate,No,16962,5761,3683091,24,1,Semiurban,686,0
Female,Yes,0,Graduate,No,37290,688,518117,37,1,Rural,799,1
Male,No,2,Graduate,No,37159,6306,2771349,54,1,Urban,313,0
Male,Yes,1,Graduate,No,26852,5072,2414960,29,1,Urban,529,0
Female,No,0,Graduate,No,32684,17739,4333163,10,0,Semiurban,390,0
Male,Yes,1,Not Graduate,No,46842,18071,448595,14,1,Semiurban,703,1
Female,No,1,Not Graduate,Yes,13796,10909,3174545,16,1,Urban,804,0
Male,No,1,Graduate,No,26450,12713,2702976,37,0,Rural,303,0
Female,No,3,Not Graduate,Yes,36846,12614,186063,11,1,Urban,518,0
Male,No,3,Graduate,Yes,47037,9321,3814770,51,1,Semiurban,887,0
Female,No,3,Graduate,No,49130,6086,2001142,26,0,Urban,515,0
Male,No,3,Not Graduate,Yes,19504,12731,667801,40,0,Urban,458,0
Female,No,2,Graduate,Yes,47728,13341,340503,19,1,Urban,878,1
Female,No,0,Not Graduate,Yes,32041,6667,1541094,52,1,Semiurban,672,0
Male,No,3,Graduate,No,12715,12976,2235211,54,1,Semiurban,316,0
Male,Yes,2,Graduate,No,23803,17374,2886751,18,1,Semiurban,794,0
Female,Yes,0,Not Graduate,Yes,5370,12333,4651653,30,1,Rural,765,0
Male,No,3,Graduate,No,3908,5290,4010731,32,1,Semiurban,743,0
Female,Yes,0,Graduate,Yes,39075,13044,4140223,23,1,Rural,380,0
Male,No,3,Graduate,No,23134,17760,3967291,53,1,Rural,465,0
Female,No,2,Not Graduate,Yes,46065,13537,3376541,12,1,Semiurban,656,0
Female,Yes,1,Graduate,Yes,5587,15669,2362763,58,1,Rural,533,0
Female,No,1,Graduate,No,32023,16340,4899236,13,1,Rural,461,0
Female,No,0,Graduate,No,47153,15955,973727,21,1,Urban,474,0
Female,Yes,2,Not Graduate,No,4413,2887,1899205,21,0,Rural,662,0
Female,Yes,1,Not Graduate,No,27038,15794,2222075,29,1,Rural,675,0
Male,No,3,Not Graduate,No,24555,14560,676945,29,1,Semiurban,473,0
Male,Yes,1,Not Graduate,Yes,12952,1340,666726,50,1,Urban,537,0
Male,Yes,0,Not Graduate,Yes,5457,11929,2096455,27,1,Rural,462,0
Female,No,0,Graduate,Yes,10464,94,4607357,29,1,Rural,537,0
Female,Yes,2,Not Graduate,No,3150,19680,412986,15,1,Rural,531,0
Female,Yes,0,Not Graduate,No,49305,12840,391576,47,0,Semiurban,887,0
Female,No,1,Graduate,Yes,34264,19076,1901206,12,1,Semiurban,816,0
Male,Yes,1,Not Graduate,Yes,42222,15756,2837036,58,1,Urban,535,0
Male,Yes,1,Graduate,Yes,49553,8126,2770939,41,0,Rural,622,0
Female,No,1,Not Graduate,Yes,46349,19665,461731,19,1,Urban,843,1
Male,No,2,Graduate,No,34786,17881,858459,12,1,Semiurban,706,1
Male,No,3,Graduate,Yes,11808,10923,305519,23,0,Rural,476,0
Female,Yes,3,Not Graduate,No,40345,7053,4014704,5,1,Rural,799,0
Male,No,2,Not Graduate,Yes,6081,15172,2362511,58,1,Urban,418,0
Female,No,0,Graduate,No,41222,10935,539775,26,1,Rural,489,0
Male,Yes,3,Graduate,No,10933,12467,4923329,53,1,Semiurban,664,0
Female,No,0,Graduate,No,4671,11073,4991036,52,1,Urban,785,0
Female,No,3,Graduate,No,45739,7691,4606085,10,1,Urban,378,0
Female,No,0,Graduate,Yes,49738,13770,2932219,22,0,Rural,621,0
Female,No,2,Graduate,Yes,33217,15688,4371512,39,1,Semiurban,438,0
Male,Yes,1,Graduate,Yes,41155,201,4186925,23,1,Rural,635,0
Female,No,0,Not Graduate,No,41601,17882,1806172,11,1,Urban,701,0
Female,No,1,Graduate,Yes,21008,13829,1293631,28,0,Urban,525,0
Female,Yes,0,Not Graduate,Yes,23883,3086,1134731,31,1,Semiurban,565,0
Male,No,0,Not Graduate,Yes,35282,11305,3711437,8,1,Urban,632,0
Female,Yes,0,Graduate,No,34974,2590,3032904,53,1,Semiurban,523,0
Male,Yes,0,Graduate,No,35715,7125,394705,39,1,Rural,871,1
Female,Yes,0,Not Graduate,No,45401,7860,3990667,48,1,Semiurban,859,0
Male,No,1,Graduate,Yes,17380,5408,4369487,28,0,Rural,892,0
Male,Yes,0,Graduate,Yes,20212,1948,1131784,16,1,Rural,819,0
Female,Yes,1,Not Graduate,Yes,30174,3963,2164674,46,1,Urban,548,0
Male,Yes,2,Not Graduate,No,8861,693,2980986,47,1,Rural,720,0
Female,No,3,Not Graduate,Yes,8094,5363,2565858,52,1,Urban,486,0
Female,No,0,Graduate,No,41113,12125,4937675,31,1,Semiurban,548,0
Female,No,3,Graduate,No,48728,11924,2588122,41,1,Semiurban,426,0
Male,No,1,Not Graduate,No,26363,5887,4258344,48,1,Rural,387,0
Male,No,2,Graduate,No,24310,10851,974550,16,1,Semiurban,344,0
Female,No,2,Not Graduate,Yes,41300,7734,2579742,5,1,Rural,545,0
Female,No,2,Graduate,Yes,7943,9913,4018349,35,1,Semiurban,710,0
Male,Yes,3,Not Graduate,No,16569,16191,396142,53,0,Rural,517,0
Female,Yes,1,Graduate,Yes,44616,5293,1334055,25,1,Rural,726,0
Female,Yes,0,Not Graduate,No,10793,13845,2233222,13,1,Semiurban,314,0
Female,Yes,0,Graduate,Yes,40207,13820,4934632,29,1,Semiurban,634,0
Male,No,1,Graduate,Yes,27287,2291,3347735,27,1,Semiurban,836,0
Male,Yes,3,Not Graduate,No,35971,14395,2063069,40,1,Semiurban,791,0
Male,Yes,0,Graduate,No,44351,12391,4442858,17,1,Rural,591,0
Female,Yes,1,Graduate,No,49179,2698,101377,37,1,Rural,416,0
Female,Yes,0,Not Graduate,No,33369,11566,4219251,38,1,Semiurban,891,0
Female,No,2,Graduate,Yes,25023,9202,3788877,29,0,Semiurban,768,0
Male,No,0,Graduate,No,47885,14055,3859787,58,1,Urban,851,0
Female,No,3,Graduate,Yes,25897,1041,2782052,59,1,Rural,892,0
Female,Yes,1,Not Graduate,No,25010,17941,998298,34,1,Rural,686,0
Female,No,3,Not Graduate,Yes,42154,17591,2630448,30,1,Semiurban,882,0
Female,Yes,1,Not Graduate,No,37899,9872,980993,31,1,Urban,492,0
Male,No,2,Not Graduate,Yes,22114,3621,2197709,22,1,Semiurban,400,0
Male,No,1,Not Graduate,Yes,21050,3352,2652020,46,1,Rural,369,0
Female,No,0,Graduate,Yes,23125,18062,334618,25,1,Rural,473,0
Male,No,0,Graduate,No,30558,10937,789316,4,0,Urban,743,0
Male,No,2,Not Graduate,No,46846,14602,3513168,35,1,Semiurban,732,0
Female,Yes,1,Graduate,No,22396,8972,4934176,41,0,Urban,514,0
Female,No,2,Graduate,No,29125,945,552070,50,1,Semiurban,836,1
Male,Yes,0,Graduate,Yes,24580,19812,4245481,44,1,Urban,900,0
Female,Yes,3,Graduate,Yes,40973,7973,3429882,9,1,Semiurban,618,0
Male,Yes,2,Not Graduate,Yes,25574,14118,4697218,59,1,Semiurban,585,0
Female,Yes,3,Not Graduate,No,26619,11290,759226,26,0,Semiurban,524,0
Male,Yes,3,Graduate,Yes,15869,16383,2124119,27,1,Rural,648,0
Female,No,1,Graduate,Yes,2658,19368,1192365,27,1,Semiurban,687,0
Male,No,2,Not Graduate,No,49150,18974,3672797,18,1,Rural,640,0
Male,No,3,Graduate,No,14122,10366,1171291,30,1,Urban,803,0
Male,No,3,Graduate,Yes,45827,1797,2993475,45,1,Semiurban,370,0
Female,Yes,1,Graduate,No,15335,11248,1819033,59,1,Rural,428,0
Male,No,1,Not Graduate,No,23677,2257,650296,46,1,Urban,743,0
Male,No,0,Not Graduate,No,30223,2197,4509549,31,1,Semiurban,589,0
Female,Yes,3,Graduate,No,31814,8222,863422,42,1,Urban,898,0
Female,Yes,0,Graduate,Yes,20075,14152,2642569,3,1,Rural,686,0
Male,No,3,Graduate,Yes,45185,2912,3264942,29,0,Rural,317,0
Male,No,0,Graduate,Yes,13258,11004,1395331,7,1,Semiurban,854,0
Female,Yes,1,Graduate,Yes,32527,8874,1028999,18,1,Rural,375,0
Female,No,2,Graduate,Yes,12139,15416,4340569,16,1,Rural,852,0
Female,No,1,Not Graduate,No,44325,6152,4500450,49,1,Urban,664,0
Female,No,0,Not Graduate,Yes,42503,7172,3211686,57,1,Semiurban,579,0
Female,No,0,Graduate,Yes,21514,19278,4071946,32,1,Semiurban,579,0
Male,Yes,2,Not Graduate,No,22917,3185,2889804,38,1,Semiurban,742,0
Female,Yes,3,Graduate,No,31097,19116,2738442,25,0,Urban,628,0
Male,Yes,0,Graduate,No,19788,9161,1148463,44,1,Rural,835,0
Male,No,0,Not Graduate,Yes,27061,15765,4354387,32,1,Semiurban,807,0
Male,No,0,Not Graduate,No,11947,17467,3773586,19,0,Semiurban,749,0
Female,No,2,Graduate,No,17544,4862,2168795,3,1,Urban,674,0
Male,No,1,Graduate,No,22014,3070,4238086,58,1,Urban,595,0
Male,No,0,Not Graduate,Yes,16795,11940,2500876,60,1,Semiurban,775,0
Female,Yes,2,Not Graduate,No,34632,8563,191406,35,1,Semiurban,692,1
Male,No,0,Graduate,No,21352,14931,3258705,50,1,Urban,408,0
Male,No,3,Graduate,Yes,25653,16585,3982949,29,1,Urban,658,0
Female,Yes,2,Graduate,No,3579,16472,2967525,11,1,Urban,588,0
Male,No,0,Not Graduate,Yes,33758,14772,3477678,6,1,Urban,717,0
Male,Yes,2,Graduate,Yes,45755,14455,2655325,19,0,Rural,617,0
Male,Yes,0,Not Graduate,No,40760,6299,575148,37,1,Rural,640,0
Female,Yes,1,Graduate,Yes,34818,10188,4244594,45,1,Semiurban,616,0
Female,Yes,0,Not Graduate,No,8452,12686,878849,27,1,Rural,648,0
Female,Yes,2,Not Graduate,No,39921,14011,4643390,5,1,Urban,326,0
Male,No,3,Not Graduate,No,17340,17938,83397,26,0,Semiurban,700,0
Male,Yes,3,Not Graduate,No,48668,12874,4349615,35,1,Urban,615,0
Female,Yes,3,Graduate,Yes,49738,13441,2949770,19,1,Rural,858,0
Male,No,0,Not Graduate,No,4787,54,1333895,17,1,Urban,667,0
Male,No,1,Not Graduate,No,48149,4031,4883754,54,1,Semiurban,642,0
Female,Yes,0,Not Graduate,No,17839,9315,128508,35,0,Rural,664,0
Female,No,3,Graduate,Yes,4155,19524,4311600,47,1,Semiurban,372,0
Male,No,2,Graduate,Yes,9019,1552,3862362,49,1,Rural,421,0
Male,Yes,3,Graduate,No,22614,7795,1307350,13,1,Urban,485,0
Male,Yes,2,Graduate,Yes,28190,5271,4968598,14,0,Semiurban,618,0
Female,No,1,Graduate,Yes,42375,14665,1305699,30,1,Rural,893,0
Female,Yes,2,Graduate,No,12928,115,3472577,58,1,Rural,841,0
Female,Yes,0,Not Graduate,No,10598,3613,1813672,48,1,Rural,652,0
Female,No,0,Not Graduate,No,46339,6372,847039,57,1,Rural,654,1
Male,Yes,0,Not Graduate,No,22581,16130,3904044,43,1,Urban,405,0
Female,Yes,2,Graduate,No,46655,3837,4536454,17,1,Urban,717,0
Female,Yes,0,Not Graduate,Yes,49796,3533,390698,37,1,Rural,504,0
Female,Yes,0,Not Graduate,No,48607,9610,3049780,53,1,Urban,864,0
Female,Yes,0,Graduate,No,15919,11108,987998,15,1,Urban,681,0
Female,No,1,Not Graduate,No,40180,5831,3872325,18,1,Rural,596,0
Male,No,2,Graduate,No,6499,1294,2350591,48,0,Urban,578,0
Male,Yes,2,Not Graduate,No,39677,15663,4970784,14,1,Semiurban,488,0
Female,No,3,Graduate,Yes,45862,7550,2698596,14,0,Semiurban,842,0
Male,Yes,2,Graduate,No,27602,18459,4936223,45,1,Urban,749,0
Female,Yes,1,Graduate,Yes,31692,13830,2492049,33,1,Rural,557,0
Female,Yes,2,Not Graduate,No,42422,13031,1604794,38,1,Semiurban,752,0
Male,Yes,1,Not Graduate,No,23760,11869,1633054,55,0,Urban,871,0
Male,Yes,1,Graduate,No,4920,5817,2210546,11,1,Urban,377,0
Female,No,2,Graduate,Yes,26085,18162,3905727,11,1,Rural,322,0
Female,No,3,Not Graduate,No,24925,12867,1563588,57,1,Rural,802,0
Female,Yes,0,Not Graduate,No,7615,12086,3407941,48,1,Urban,484,0
Male,No,0,Graduate,No,39083,10690,4155573,56,1,Rural,846,0
Female,Yes,2,Not Graduate,No,47228,16757,4527005,26,0,Semiurban,812,0
Female,No,2,Not Graduate,No,4783,14770,4083252,3,1,Semiurban,348,0
Female,Yes,1,Not Graduate,No,11605,14329,3973236,25,0,Urban,467,0
Male,No,2,Graduate,No,47557,10457,2913185,17,0,Urban,320,0
